rxn_id	rxn_name	subsystem	selected_subs	KEGG_id	EC	rule	genes_hsa_ncbi	genes_hsa_symbol	genes_mmu_symbol	genes_mmu_synonym
r1738	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1739	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1740	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1741	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1742	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1743	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1744	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1745	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1746	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1747	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1748	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1749	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1750	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1751	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1752	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1753	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1754	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1755	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1756	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1757	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1758	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1759	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1760	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1761	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1762	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1763	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1764	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1765	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1766	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1767	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1768	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1769	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1770	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1771	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1772	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1773	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1774	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1775	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1776	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1777	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1778	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1779	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1780	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1781	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1782	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1783	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1784	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1785	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1786	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1787	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1788	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1789	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1790	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1791	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1792	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1796	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1797	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1798	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1799	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1800	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1801	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1803	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1805	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1806	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1807	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1808	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1809	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1810	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1811	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1812	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1813	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1814	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1815	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1816	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1817	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1818	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1819	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1820	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1821	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1822	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1823	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1824	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1825	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1826	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1827	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1828	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1829	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1830	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1831	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1832	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1833	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1834	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1835	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1836	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1837	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1841	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1842	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1843	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1844	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1846	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1847	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1848	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1850	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1851	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1852	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1853	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1854	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1855	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1856	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1857	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1858	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1859	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1860	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1861	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1862	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1863	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1864	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1865	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1866	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1867	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1871	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1872	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1873	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1874	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1876	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1877	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1879	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1880	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1881	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1882	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1883	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1884	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1885	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1886	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1887	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1888	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1889	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1890	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1891	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1892	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1893	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1894	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1895	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1896	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1897	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1898	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1899	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1900	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1901	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1902	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1903	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1904	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1905	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1906	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1907	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1908	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1909	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1910	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1911	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1912	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1913	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1914	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1915	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1916	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1917	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1918	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1919	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1920	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1921	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1922	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1923	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1924	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1925	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1926	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1928	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1929	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1930	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1931	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1932	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1933	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1934	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1935	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1936	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1937	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1938	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1939	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1940	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1941	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1942	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1943	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1944	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1945	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1946	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1947	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1948	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1949	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1950	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1951	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1952	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1953	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1954	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1955	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1956	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1957	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1958	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1959	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1960	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1961	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1962	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1963	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1964	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1965	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1966	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1967	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1968	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1969	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
r1970	Y+LAT2 Utilized transport	Transport, extracellular	0	NA	NA	x(333)	9057	SLC7A6	SLC7A6	LAT-2
